link_id,row,verdict,status,priority,why_this_needs_you,flow,retiring_code,retiring_description,last_traded,value_cad,proposed_successor,proposed_successor_description,proposed_successor_first_traded,proposed_successor_last_traded,successor_began_at_the_boundary,successor_is_more_aggregate,months_gap,gap_named_by_the_record,suggested_decision,why_not_recommended,wording_match,shared_meaning_words,runner_up,runner_up_description,runner_up_first_traded,runner_up_last_traded,runner_up_wording_match,other_candidates_considered,official_record,closest_removed_candidate,closest_removed_description,closest_removed_first_traded,closest_removed_last_traded,closest_removed_wording_match,closest_removed_why,candidates_removed_on_meaning,record_overruled_gate,official_record_note,record_narrowed_note,best_candidate_passing_every_rule,best_candidate_description,best_candidate_wording_match,best_candidate_is_the_leftover_line,how_they_relate,family_of_the_retiring_code,family_evidence,class_residual_available,class_residual_description,class_residual_wording_match,same_wording_reappears_at,same_wording_reappears_from,same_wording_gap_months,substance_named_again_later,successor_also_retires,chain_ends_at,chain_hops,successor_swaps_a_term,term_in_the_retiring_code,term_in_the_successor,successor_was_carved_out_of_it,carved_out_term,carved_out_by,a_leftover_line_widened_here,widened_line,widened_line_added_terms,widened_line_rank,successor_co_traded_months,codes_never_considered,closest_never_considered,closest_never_considered_description,closest_never_considered_wording_match
imports:3004.20.00.65:1989-04,23,CONFIRM - the evidence supports this link,decide,2,the wording matches closely but the meaning does not,imports,3004.20.00.65,"Lincomycin, for human use, in dosage",1989-04,128029.00,3004.20.00.64,"Lincomycin, for human use, in dosage",1988-01,1991-12,no,no,0,no,approve,,1.0000,0.6000,3004.20.00.63,"Vancomycin, for human use, in dosage",1988-01,2011-12,0.9412,14,no official source reaches this boundary,3004.20.00.71,"Ivermectin, for vet use, in dosage",1989-01,2011-12,0.6970,use,3004.20.00.71 (use); 3004.20.00.79 (use); 3004.20.00.12 (continuity); 3004.20.00.13 (continuity); 3004.20.00.11 (continuity); 3004.20.00.18 (continuity); 3004.20.00.80 (continuity;use); 3004.20.00.90 (continuity;use); 3004.20.00.19 (continuity),none,no official source reaches 198905,,,,,,the same commodity under a new number,"Antibiotics, nes, for human use, in dosage",derived from the tariff block,,,,,,,yes,yes,3004.20.00.63,2,no,,,no,,,no,,,,14,359,3004.10.00.13,"Amoxycillin for human use, in dosage",0.8406
imports:3004.40.90.11:1996-12,24,ANALYST - a candidate is shown but NOT recommended,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3004.40.90.11,"Codeine phosphate, for human use, in dosage",1996-12,111515.00,3004.40.90.20,"Quinidine sulphate, for human use, in dosage",1988-02,1997-07,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: codeine phosphate against quinidine sulphate. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.8434,0.4286,3004.40.00.10,"Codeine or its derivatives, for human use, in dosage",1998-01,2011-12,0.8132,13,no official source reaches this boundary,3004.40.00.50,"Aminophylline, for human use, in dosage",1998-03,2011-12,0.7436,continuity,3004.40.00.50 (continuity),none,no official source reaches 199701,,3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",0.5714,no,different family,"Codeine or its derivs nes, for human use, in dosage",derived from the tariff block,3004.40.90.19; 3004.40.90.80; 3004.40.90.90,"Codeine or its derivs nes, for human use, in dosage (0.7778); Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (0.5714); Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage (0.5517)",0.7778,,,,yes,"yes, within 7 months",3004.40.00.20,2,yes,codeine phosphate,quinidine sulphate,no,,,no,,,,105,347,3004.20.00.20,"Cephalosporins, for human use, in dosage",0.7848
imports:3006.80.90.42:2006-04,25,ANALYST - a candidate is shown but NOT recommended,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3006.80.90.42,Waste pharmaceuticals of the goods of subheadings 3004.40 or 3004.50,2006-04,86732.00,3006.80.90.41,Waste pharmaceuticals of the goods of subheadings 3004.10 to 3004.39,2003-06,2006-10,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: 40 50 against 10 39. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.9412,0.5556,3006.80.90.50,Waste pharmaceuticals of the goods of heading 30.05,2002-04,2006-12,0.8403,3,the WCO correlation names a subheading no candidate trades under,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under. The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,different class,Waste pharmaceuticals,"asserted, unsourced",,,,,,,yes,"yes, within 6 months",3006.92.00.00,3,yes,40 50,10 39,no,,,no,,,,33,230,3006.92.00.00,"Waste pharmaceuticals, nes",0.5161
imports:3002.10.29.20:1991-04,26,CONFIRM - the evidence supports this link,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3002.10.29.20,"Blood fractions, nes, for use in animals",1991-04,77143.00,3002.10.29.90,"Blood fractions, nes",1988-01,1997-12,no,yes,0,no,approve,,0.6667,0.5000,3002.10.10.90,"Antisera & o blood fractions, of human origin, for other uses",1988-01,1997-12,0.5474,1,no official source reaches this boundary,3002.10.00.51,"Blood fractions, nes, for use in humans",1998-01,2016-12,0.9067,continuity;use,3002.10.00.51 (continuity;use); 3002.10.29.10 (use); 3002.10.00.59 (continuity); 3002.10.00.30 (continuity); 3002.10.00.10 (continuity); 3002.10.00.21 (continuity;use); 3002.10.10.21 (use); 3002.10.00.29 (continuity;use); 3002.10.10.29 (use); 3002.10.00.49 (continuity;use); 3002.10.21.90 (use); 3002.10.00.41 (continuity;use); 3002.10.21.10 (use); 3002.10.00.22 (continuity;use); 3002.10.00.23 (continuity;use); 3002.10.10.22 (use); 3002.10.10.23 (use); 3002.10.00.90 (continuity); 3002.10.00.42 (continuity;use); 3002.10.21.20 (use); 3002.10.00.60 (continuity),none,no official source reaches 199105,,,,,,unknown,,,,,,,,,yes,yes,3002.10.00.59,2,no,,,no,,,no,,,,38,352,3004.39.00.90,"Hormones, nes, for vet use, in dosage",0.6111
imports:3006.80.90.30:2005-01,27,ANALYST - a candidate is shown but NOT recommended,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3006.80.90.30,Waste pharmaceuticals of the goods of heading 30.03,2005-01,7134.00,3006.80.90.10,Waste pharmaceuticals of the goods of heading 30.01,2002-01,2005-10,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: 03 against 01. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.9804,0.7143,3006.80.90.20,Waste pharmaceuticals of the goods of heading 30.02,2004-07,2005-11,0.9804,7,the WCO correlation names a subheading no candidate trades under,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under. The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,same class,Waste pharmaceuticals,"asserted, unsourced",,,,,,,yes,"yes, within 9 months",3006.92.00.00,4,yes,03,01,no,,,no,,,,35,230,3006.92.00.00,"Waste pharmaceuticals, nes",0.6316
imports:3004.20.00.42:1990-07,28,ANALYST - a candidate is shown but NOT recommended,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3004.20.00.42,"Kanamycins, for human use, in dosage",1990-07,4757.00,3004.20.00.41,"Gentamycins, for human use, in dosage",1988-01,2011-12,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: kanamycin against gentamycin. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.9275,0.6000,3004.20.00.63,"Vancomycin, for human use, in dosage",1988-01,2011-12,0.9118,13,no official source reaches this boundary,3004.20.00.71,"Ivermectin, for vet use, in dosage",1989-01,2011-12,0.6970,use,3004.20.00.71 (use); 3004.20.00.79 (use); 3004.20.00.13 (continuity); 3004.20.00.11 (continuity); 3004.20.00.12 (continuity); 3004.20.00.18 (continuity); 3004.20.00.90 (continuity;use); 3004.20.00.80 (continuity;use); 3004.20.00.19 (continuity),none,no official source reaches 199008,,3004.20.00.49,"Aminoglycoside antibiotics, nes, for human use, in dosage",0.6591,yes,same family,"Aminoglycoside antibiotics, nes, for human use, in dosage",derived from the tariff block,3004.20.00.49; 3004.20.00.69; 3004.20.00.39; 3004.20.00.59,"Aminoglycoside antibiotics, nes, for human use, in dosage (0.6591); Antibiotics, nes, for human use, in dosage (0.7945); Macrolide antibiotics nes, for human use, in dosage (0.6988); Polypeptide antibiotics, nes, for human use, in dosage (0.6824)",0.6591,,,,NO,,,,yes,kanamycin,gentamycin,no,,,no,,,,29,354,3004.90.00.43,"Antacids, for human use, in dosage",0.9091
imports:3006.80.90.20:2005-11,29,ANALYST - a candidate is shown but NOT recommended,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3006.80.90.20,Waste pharmaceuticals of the goods of heading 30.02,2005-11,539.00,3006.80.90.50,Waste pharmaceuticals of the goods of heading 30.05,2002-04,2006-12,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: 02 against 05. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.9804,0.7143,3006.80.90.60,Waste pharmaceuticals of the goods of heading 30.06,2002-01,2006-12,0.9804,4,the WCO correlation names a subheading no candidate trades under,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under. The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,same class,Waste pharmaceuticals,"asserted, unsourced",,,,,,,yes,"yes, within 13 months",3006.92.00.00,2,yes,02,05,no,,,no,,,,42,230,3006.92.00.00,"Waste pharmaceuticals, nes",0.6316
imports:3006.80.90.10:2005-10,30,ANALYST - a candidate is shown but NOT recommended,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3006.80.90.10,Waste pharmaceuticals of the goods of heading 30.01,2005-10,53.00,3006.80.90.20,Waste pharmaceuticals of the goods of heading 30.02,2004-07,2005-11,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: 01 against 02. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.9804,0.7143,3006.80.90.50,Waste pharmaceuticals of the goods of heading 30.05,2002-04,2006-12,0.9804,5,the WCO correlation names a subheading no candidate trades under,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under. The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,same class,Waste pharmaceuticals,"asserted, unsourced",,,,,,,yes,"yes, within 1 months",3006.92.00.00,3,yes,01,02,no,,,no,,,,14,230,3006.92.00.00,"Waste pharmaceuticals, nes",0.6316
imports:3004.32.00.82:2001-11,31,ANALYST - a candidate is shown but NOT recommended,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3004.32.00.82,"Betamethasone, for human use, in dosage",2001-11,25.00,3004.32.00.11,"Hydrocortisone, for human use, in dosage",2002-01,2011-12,no,no,1,no,none,"SAME FRAME, DIFFERENT TERM: betamethasone against hydrocortisone. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.7733,0.6000,3004.32.00.81,"Hydrocortisone, for human use, in dosage",1998-01,2001-12,0.7733,3,no official source reaches this boundary,3004.32.00.90,"Adrenal cortical hormones, for vet use, in dosage",1998-01,2001-12,0.6190,use,3004.32.00.90 (use); 3004.32.00.20 (use); 3004.32.00.00 (continuity),none,no official source reaches 200112,,3004.32.00.19,"Medicaments containing corticosteroid hormones, for human use, nes",0.5149,yes,same class,"Adrenal cortical hormones, nes, for human use, in dosage","asserted, unsourced",3004.32.00.89; 3004.32.00.19,"Adrenal cortical hormones, nes, for human use, in dosage (0.6889); Medicaments containing corticosteroid hormones, for human use, nes (0.5149)",0.6889,,,,NO,,,,yes,betamethasone,hydrocortisone,no,,,no,,,,,236,3004.90.00.79,"Medicaments, nes, for human use, in dosage",0.8421
exports:3002.90.10:1988-12,32,CONFIRM - the evidence supports this link,decide,2,the wording matches closely but the meaning does not,exports,3002.90.10,"Human blood;animal blood for therap,prophtc/diag use; microbial prep,human use",1988-12,7990944.00,3002.90.00,"Human blood;animal blood for therap,prophtc or diag uses; microbial prep nes",1989-01,1996-12,yes,yes,0,no,approve,,0.9211,0.8000,,,,,,0,no official source reaches this boundary,3002.90.90,"Human blood;animal blood for therap,prophtc or diag uses; microbial prep, nes",1997-01,2026-06,0.9211,continuity,3002.90.90 (continuity); 3002.90.20 (continuity),none,no official source reaches 198901,,,,,,a catch-all line that may cover it,,,,,,,,,NO,yes,3002.90.90,2,no,,,no,,,no,,,,,59,3002.41.00,"Vaccines, for human medicine",0.3125
exports:3004.50.10:1988-12,33,CONFIRM - the evidence supports this link,decide,2,the wording matches closely but the meaning does not,exports,3004.50.10,"Vitamins and their derivatives,in dosage for human use",1988-12,5171012.00,3004.50.00,"Vitamins and their derivatives,in dosage",1989-01,2026-06,yes,yes,0,no,approve,,0.8511,0.6667,,,,,,0,no official source reaches this boundary,,,,,,,none,none,no official source reaches 198901,,,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,,62,3004.10.00,"Penicillins or streptomycins and their derivatives, in dosage",0.6667
imports:3003.40.90.00:1997-12,34,CONFIRM - the evidence supports this link,decide,2,the wording matches closely but the meaning does not,imports,3003.40.90.00,"Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes",1997-12,3954586.00,3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",1998-01,2016-12,yes,no,0,no,approve,,0.9054,0.7778,,,,,,0,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,unknown,,,,,,,,,yes,yes,3003.49.00.00,2,no,,,no,,,no,,,,,244,3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",0.5379
exports:3002.90.20:1988-12,35,CONFIRM - the evidence supports this link,decide,2,the wording matches closely but the meaning does not,exports,3002.90.20,"Human blood;animal blood for therap,prophtc/diag use;microbial prep nes,vet use",1988-12,331522.00,3002.90.00,"Human blood;animal blood for therap,prophtc or diag uses; microbial prep nes",1989-01,1996-12,yes,yes,0,no,approve,,0.9221,0.7273,,,,,,0,no official source reaches this boundary,3002.90.90,"Human blood;animal blood for therap,prophtc or diag uses; microbial prep, nes",1997-01,2026-06,0.9221,continuity,3002.90.90 (continuity); 3002.90.10 (continuity),none,no official source reaches 198901,,,,,,unknown,Toxins,"asserted, unsourced",,,,,,,NO,yes,3002.90.90,2,no,,,no,,,no,,,,,59,3006.50.00,First-aid boxes and kits,0.3030
imports:3006.80.90.43:2005-08,36,ANALYST - a candidate is shown but NOT recommended,decide,2,the wording matches closely but the meaning does not,imports,3006.80.90.43,Waste pharmaceuticals of the goods of subheading 3004.90,2005-08,36718.00,3006.80.90.10,Waste pharmaceuticals of the goods of heading 30.01,2002-01,2005-10,no,no,0,no,none,"the code proposed here stops trading 2 months after the one it would replace, so the two ended in the same restructuring and neither received the other's trade. Following the chain, the trade appears to end at 3006.92.00.00.",0.9159,0.3333,3006.80.90.20,Waste pharmaceuticals of the goods of heading 30.02,2004-07,2005-11,0.9159,6,the WCO correlation names a subheading no candidate trades under,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under. The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,different class,Waste pharmaceuticals,"asserted, unsourced",,,,,,,yes,"yes, within 2 months",3006.92.00.00,4,no,,,no,,,no,,,,42,230,3006.92.00.00,"Waste pharmaceuticals, nes",0.5926
exports:3003.41.00:2020-09,37,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",exports,3003.41.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2020-09,16605.00,3003.42.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2019-05,2024-09,no,no,0,no,approve,,0.9057,0.7222,3003.90.00,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",1988-01,2026-06,0.8050,6,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2020 schedule holds every candidate, so it excludes none",,,,,,same class,Vegetable alkaloids,"asserted, unsourced",,,,,,,yes,yes,3003.20.00,2,no,,,no,,,no,,,,15,42,3004.41.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.9308
imports:3003.42.00.00:2024-01,38,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",imports,3003.42.00.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2024-01,193.00,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2017-06,2026-05,no,no,0,no,approve,,0.9057,0.7222,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2012-01,2026-06,0.8481,7,a tariff schedule was read and ruled nothing out,3003.43.00.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2017-01,2025-06,0.9367,stimulant,3003.43.00.00 (stimulant),none,"the 2024 schedule holds every candidate, so it excludes none",,,,,,same class,Non-narcotic vegetable alkaloids,"asserted, unsourced",,,,,,,yes,yes,3003.90.00.30,2,no,,,no,,,no,,,,78,104,3004.41.00.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.8608
